"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
2021-01-05,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,743925,0,0,743925,743925,0,0,743925,1.568,139339,139339,0,0.294,18.73,100,139339,0.294,0,139339,0,139339,0.294,0,100,139339,0,139339,0.294,0,0.347,0,139339,0,0.294,0,139339,0,0.294,0,0.347,0,0,0,0,0,0,0,0,NA,2022-12-13,2024-04-02,2025-07-22,NA,NA,NA,NA,NA,NA
2021-01-06,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,173331,173331,0,0.365,23.3,100,33992,0.072,24.395,33992,0,173331,0.365,24.395,100,173331,0,173331,0.365,0,0.432,0,33992,0,0.072,0,173331,0,0.365,0,0.432,0,24.395,24.395,NA,NA,0,0,0,NA,2022-07-28,2023-08-15,2024-09-02,NA,NA,NA,NA,NA,NA
2021-01-07,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,207323,207323,0,0.437,27.869,100,33992,0.072,19.611,33992,0,207323,0.437,19.611,100,207323,0,207323,0.437,0,0.517,0,33992,0,0.072,0,207323,0,0.437,0,0.517,0,19.611,19.611,NA,NA,0,0,0,NA,2022-04-25,2023-03-11,2024-01-26,NA,NA,NA,NA,NA,NA
2021-01-08,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,277976,277976,0,0.586,37.366,100,70653,0.149,34.079,70653,0,277976,0.586,34.079,100,277976,0,277976,0.586,0,0.693,0,70653,0,0.149,0,277976,0,0.586,0,0.693,0,34.079,34.079,NA,NA,0,0,0,NA,2021-12-25,2022-08-21,2023-04-17,NA,NA,NA,NA,NA,NA
2021-01-09,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,320681,320681,0,0.676,43.107,100,42705,0.09,15.363,42705,0,320681,0.676,15.363,100,320681,0,320681,0.676,0,0.799,0,42705,0,0.09,0,320681,0,0.676,0,0.799,0,15.363,15.363,NA,NA,0,0,0,NA,2021-11-08,2022-06-03,2022-12-27,NA,NA,NA,NA,NA,NA
2021-01-10,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,363386,363386,0,0.766,48.847,100,42705,0.09,13.317,42705,0,363386,0.766,13.317,100,363386,0,363386,0.766,0,0.906,0,42705,0,0.09,0,363386,0,0.766,0,0.906,0,13.317,13.317,NA,NA,0,0,0,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
2021-01-11,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,743925,0,0,743925,1.568,406091,406091,0,0.856,54.588,100,42705,0.09,11.752,42705,0,406091,0.856,11.752,100,406091,0,406091,0.856,0,1.012,0,42705,0,0.09,0,406091,0,0.856,0,1.012,0,11.752,11.752,NA,NA,0,0,0,NA,2021-09-06,2022-02-16,2022-07-30,NA,NA,NA,NA,NA,NA
2021-01-12,"ES",47450795,100,40129822,100,743925,0,0,0,743925,1.568,100,0,0,0,0,0,0,0,0,0,488041,488041,0,1.029,65.604,100,81950,0.173,20.18,81950,0,348702,0.735,-14.132,100,488041,0,488041,1.029,0,1.216,0,81950,0,0.173,0,348702,0,0.735,0,0.869,0,20.18,-14.132,NA,NA,0,0,0,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
2021-01-13,"ES",47450795,100,40129822,100,1103700,0,0,0,1103700,2.326,100,359775,0,0,359775,359775,0,0,359775,0.758,581638,581638,0,1.226,52.699,100,93597,0.197,19.178,93597,0,408307,0.86,17.093,100,581638,0,581638,1.226,0,1.449,0,93597,0,0.197,0,408307,0,0.86,0,1.017,0,19.178,17.093,NA,NA,0,0,0,NA,2021-09-04,2022-02-13,2022-07-26,NA,NA,NA,NA,NA,NA
2021-01-14,"ES",47450795,100,40129822,100,1103700,0,35700,0,1139400,2.401,100,0,0,35700,35700,359775,0,35700,395475,0.833,676186,676186,0,1.425,59.346,100,94548,0.199,16.255,94548,0,468863,0.988,14.831,100,676186,0,676186,1.425,0,1.685,0,94548,0,0.199,0,468863,0,0.988,0,1.168,0,16.255,14.831,NA,NA,0,0,0,NA,2021-08-04,2021-12-24,2022-05-14,NA,NA,NA,NA,NA,NA
2021-01-15,"ES",47450795,100,40129822,100,1103700,0,35700,0,1139400,2.401,100,0,0,0,0,359775,0,35700,395475,0.833,768950,768950,0,1.621,67.487,100,92764,0.195,13.719,92764,0,490974,1.035,4.716,100,768950,0,768950,1.621,0,1.916,0,92764,0,0.195,0,490974,0,1.035,0,1.223,0,13.719,4.716,NA,NA,0,0,0,NA,2021-07-25,2021-12-08,2022-04-22,NA,NA,NA,NA,NA,NA
2021-01-16,"ES",47450795,100,40129822,100,1105000,0,35700,0,1140700,2.404,100,1300,0,0,1300,361075,0,35700,396775,0.836,811947,810404,1543,1.711,71.18,100,42997,0.091,5.592,42225,772,491266,1.035,0.059,100,811176,772,810404,1.71,0.002,2.021,0.002,42226,772,0.089,0.002,490495,772,1.034,0.002,1.222,0.002,5.491,-0.098,Inf,Inf,0,0,0,0,2021-07-26,2021-12-08,2022-04-23,2308-07-04,2500-02-27,2691-10-24,2308-07-04,2500-02-27,2691-10-24
2021-01-17,"ES",47450795,100,40129822,100,1106300,0,35700,0,1142000,2.407,100,1300,0,0,1300,362375,0,35700,398075,0.839,854945,851858,3087,1.802,74.864,100,42998,0.091,5.296,42227,771,491559,1.036,0.06,100,853401,1543,851858,1.798,0.003,2.127,0.004,42225,771,0.089,0.002,490015,1543,1.033,0.003,1.221,0.004,5.205,-0.098,99.87,99.87,0,0,0,0,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
2021-01-18,"ES",47450795,100,40129822,100,1107600,0,35700,0,1143300,2.409,100,1300,0,0,1300,363675,0,35700,399375,0.842,897942,893312,4630,1.892,78.539,100,42997,0.091,5.029,42225,772,491851,1.037,0.059,100,895627,2315,893312,1.887,0.005,2.232,0.006,42226,772,0.089,0.002,489536,2315,1.032,0.005,1.22,0.006,4.948,-0.098,50.032,50.032,0,0,0,0,2021-07-27,2021-12-10,2022-04-25,2136-01-09,2212-09-07,2289-05-06,2116-11-09,2180-09-27,2244-08-16
2021-01-19,"ES",47450795,100,40129822,100,1107600,0,35700,0,1143300,2.409,100,0,0,0,0,363675,0,35700,399375,0.842,966097,947415,18682,2.036,84.501,100,68155,0.144,7.59,61129,7026,478056,1.007,-2.805,100,956756,9341,947415,2.016,0.02,2.384,0.023,61129,7026,0.129,0.015,468715,9341,0.988,0.02,1.168,0.023,6.825,-4.253,303.499,303.499,0,0,0,0,2021-08-05,2021-12-24,2022-05-15,2049-10-12,2068-12-11,2088-02-10,2046-01-11,2062-09-11,2079-05-12
2021-01-20,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,202800,0,0,202800,206700,0,35700,242400,0.511,1025937,994653,31284,2.162,76.216,100,59840,0.126,6.194,53539,6301,444299,0.936,-7.061,100,1010295,15642,994653,2.129,0.033,2.518,0.039,53539,6301,0.113,0.013,428657,15642,0.903,0.033,1.068,0.039,5.596,-8.546,67.455,67.455,0,0,0,0,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
2021-01-21,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,206700,0,0,206700,0.436,1103301,1005189,98112,2.325,81.963,100,77364,0.163,7.541,43950,33414,427115,0.9,-3.868,100,1054245,49056,1005189,2.222,0.103,2.627,0.122,43950,33414,0.093,0.07,378059,49056,0.797,0.103,0.942,0.122,4.35,-11.804,213.617,213.617,0,0,0,0,2021-09-21,2022-03-16,2022-09-08,2026-08-14,2030-05-05,2034-01-23,2025-10-01,2028-11-21,2032-01-13
2021-01-22,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,206700,0,0,206700,0.436,1165825,1028913,136912,2.457,86.608,100,62524,0.132,5.667,43124,19400,396875,0.836,-7.08,100,1097369,68456,1028913,2.313,0.144,2.735,0.171,43124,19400,0.091,0.041,328419,68456,0.692,0.144,0.818,0.171,4.091,-13.13,39.547,39.547,0,0,0,0,2021-10-29,2022-05-19,2022-12-07,2025-01-12,2027-09-11,2030-05-10,2024-05-27,2026-08-23,2028-11-19
2021-01-23,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,205400,0,0,205400,0.433,1189748,1039341,150407,2.507,88.385,100,23923,0.05,2.052,17176,6747,377801,0.796,-4.806,100,1114544,75203,1039341,2.349,0.158,2.777,0.187,17175,6747,0.036,0.014,303368,74431,0.639,0.157,0.756,0.185,1.565,-7.628,9.856,8.728,0,0,0,0,2021-11-21,2022-06-28,2023-02-03,2024-09-14,2027-02-23,2029-08-02,2024-02-25,2026-03-22,2028-04-17
2021-01-24,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,204100,0,0,204100,0.43,1213670,1049769,163901,2.558,90.162,100,23922,0.05,2.011,17174,6748,358725,0.756,-5.049,100,1131720,81951,1049769,2.385,0.173,2.82,0.204,17176,6748,0.036,0.014,278319,80408,0.587,0.169,0.694,0.2,1.541,-8.257,8.973,8.03,0,0,0,0,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
2021-01-25,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,202800,0,0,202800,0.427,1237593,1060197,177396,2.608,91.939,100,23923,0.05,1.971,17176,6747,339651,0.716,-5.317,100,1148895,88698,1060197,2.421,0.187,2.863,0.221,17175,6747,0.036,0.014,253268,86383,0.534,0.182,0.631,0.215,1.518,-9.001,8.233,7.431,0,0,0,0,2022-01-21,2022-10-10,2023-06-29,2024-03-16,2026-04-24,2028-06-02,2023-09-21,2025-07-03,2027-04-15
2021-01-26,"ES",47450795,100,40129822,100,1310400,0,35700,0,1346100,2.837,100,0,0,0,0,202800,0,0,202800,0.427,1291216,1043822,247394,2.721,95.923,100,53623,0.113,4.333,18624,34999,325119,0.685,-4.279,100,1167519,123697,1043822,2.46,0.261,2.909,0.308,18624,34999,0.039,0.074,210763,114356,0.444,0.241,0.525,0.285,1.621,-16.783,39.459,32.383,0,0,0,0,2022-04-05,2023-02-14,2023-12-26,2023-06-08,2025-01-09,2026-08-13,2023-01-25,2024-05-30,2025-10-03
2021-01-27,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,422955,0,0,422955,422955,0,0,422955,0.891,1356461,1010329,346132,2.859,76.677,100,65245,0.138,5.053,15876,49369,330524,0.697,1.662,100,1183395,173066,1010329,2.494,0.365,2.949,0.431,15876,49369,0.033,0.104,173100,157424,0.365,0.332,0.431,0.392,1.36,-17.87,39.911,37.661,0,0,0,0,2022-07-08,2023-07-27,2024-08-13,2022-10-13,2023-12-09,2025-02-03,2022-07-09,2023-07-01,2024-06-22
2021-01-28,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1395618,1010100,385518,2.941,78.891,100,39157,0.083,2.887,19464,19693,292317,0.616,-11.56,100,1202859,192759,1010100,2.535,0.406,2.997,0.48,19464,19693,0.041,0.042,148614,143703,0.313,0.303,0.37,0.358,1.645,-14.146,11.379,-8.716,0,0,0,0,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
2021-01-29,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1474189,970457,503732,3.107,83.332,100,78571,0.166,5.63,19464,59107,308364,0.65,5.49,100,1222323,251866,970457,2.576,0.531,3.046,0.628,19464,59107,0.041,0.125,124954,183410,0.263,0.387,0.311,0.457,1.618,-15.92,30.664,27.631,0,0,0,0,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
2021-01-30,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1519213,944797,574416,3.202,85.877,100,45024,0.095,3.054,9682,35342,329465,0.694,6.843,100,1232005,287208,944797,2.596,0.605,3.07,0.716,9682,35342,0.02,0.074,117461,212005,0.248,0.447,0.293,0.528,0.792,-5.997,14.032,15.591,0,0,0,0,2023-03-14,2024-09-29,2026-04-16,2022-05-05,2023-03-14,2024-01-21,2022-02-22,2022-11-14,2023-08-06
2021-01-31,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1564237,919137,645100,3.297,88.422,100,45024,0.095,2.964,9682,35342,350567,0.739,6.405,100,1241687,322550,919137,2.617,0.68,3.094,0.804,9682,35342,0.02,0.074,109967,240599,0.232,0.507,0.274,0.6,0.786,-6.38,12.305,13.487,0,0,0,0,2023-05-07,2024-12-30,2026-08-26,2022-03-11,2022-12-12,2023-09-15,2022-01-06,2022-08-27,2023-04-18
2021-02-01,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1609261,893477,715784,3.391,90.967,100,45024,0.095,2.878,9682,35342,371668,0.783,6.019,100,1251369,357892,893477,2.637,0.754,3.118,0.892,9682,35342,0.02,0.074,102474,269194,0.216,0.567,0.255,0.671,0.78,-6.814,10.957,11.885,0,0,0,0,2023-07-07,2025-04-15,2027-01-24,2022-01-28,2022-10-01,2023-06-05,2021-12-01,2022-06-28,2023-01-22
2021-02-02,"ES",47450795,100,40129822,100,1733355,0,35700,0,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1673054,836016,837038,3.526,94.573,100,63793,0.134,3.964,3166,60627,381838,0.805,2.736,100,1254535,418519,836016,2.644,0.882,3.126,1.043,3166,60627,0.007,0.128,87016,294822,0.183,0.621,0.217,0.735,0.253,-15.085,16.94,9.52,0,0,0,0,2023-12-15,2026-01-18,2028-02-22,2021-12-27,2022-08-09,2023-03-23,2021-11-04,2022-05-14,2022-11-20
2021-02-03,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,397800,0,51900,449700,397800,0,51900,449700,0.948,1764778,766822,997956,3.719,79.539,100,91724,0.193,5.482,11265,80459,408317,0.861,6.935,100,1265800,498978,766822,2.668,1.052,3.154,1.243,11265,80459,0.024,0.17,82405,325912,0.174,0.687,0.205,0.812,0.898,-5.299,19.225,10.545,0,0,0,0,2024-02-07,2026-04-22,2028-07-04,2021-11-24,2022-06-16,2023-01-06,2021-10-08,2022-03-30,2022-09-18
2021-02-04,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,1865342,693098,1172244,3.931,84.072,100,100564,0.212,5.698,13420,87144,469724,0.99,15.039,100,1279220,586122,693098,2.696,1.235,3.188,1.461,13420,87144,0.028,0.184,76361,393363,0.161,0.829,0.19,0.98,1.06,-7.335,17.464,20.696,0,0,0,0,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
2021-02-05,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,1988160,622342,1365818,4.19,89.607,100,122818,0.259,6.584,26031,96787,513971,1.083,9.42,100,1305251,682909,622342,2.751,1.439,3.253,1.702,26031,96787,0.055,0.204,82928,431043,0.175,0.908,0.207,1.074,2.035,8.6,16.513,9.579,0,0,0,0,2024-01-30,2026-04-09,2028-06-17,2021-09-13,2022-02-14,2022-07-18,2021-08-08,2021-12-16,2022-04-26
2021-02-06,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,2027118,592301,1434817,4.272,91.363,100,38958,0.082,1.96,4459,34499,507905,1.07,-1.18,100,1309709,717408,592301,2.76,1.512,3.264,1.788,4458,34499,0.009,0.073,77704,430200,0.164,0.907,0.194,1.072,0.342,-6.299,5.052,-0.196,0,0,0,0,2024-04-13,2026-08-15,2028-12-16,2021-09-13,2022-02-15,2022-07-19,2021-08-09,2021-12-17,2022-04-27
2021-02-07,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,2066075,562260,1503815,4.354,93.119,100,38957,0.082,1.922,4457,34500,501838,1.058,-1.195,100,1314168,751908,562260,2.77,1.585,3.275,1.874,4459,34500,0.009,0.073,72481,429358,0.153,0.905,0.181,1.07,0.34,-6.722,4.809,-0.196,0,0,0,0,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
2021-02-08,"ES",47450795,100,40129822,100,2131155,0,87600,0,2218755,4.676,100,0,0,0,0,397800,0,51900,449700,0.948,2105033,532219,1572814,4.436,94.875,100,38958,0.082,1.886,4459,34499,495772,1.045,-1.209,100,1318626,786407,532219,2.779,1.657,3.286,1.96,4458,34499,0.009,0.073,67257,428515,0.142,0.903,0.168,1.068,0.339,-7.207,4.588,-0.196,0,0,0,0,2024-10-11,2027-06-24,2030-03-06,2021-09-15,2022-02-17,2022-07-22,2021-08-10,2021-12-19,2022-04-29
2021-02-09,"ES",47450795,100,40129822,100,2131155,193800,87600,0,2412555,5.084,100,0,193800,0,193800,397800,193800,51900,643500,1.356,2167241,489677,1677564,4.567,89.832,100,62208,0.131,2.955,9833,52375,494187,1.041,-0.32,100,1328459,838782,489677,2.8,1.768,3.31,2.09,9833,52375,0.021,0.11,73924,420263,0.156,0.886,0.184,1.047,0.746,9.913,6.66,-1.926,0,0,0,0,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
2021-02-10,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,397800,0,104400,502200,397800,193800,104400,696000,1.467,2233249,453883,1779366,4.706,76.619,100,66008,0.139,3.046,15107,50901,468471,0.987,-5.204,100,1343566,889683,453883,2.831,1.875,3.348,2.217,15107,50901,0.032,0.107,77766,390705,0.164,0.823,0.194,0.974,1.137,5.197,6.068,-7.033,0,0,0,0,2024-04-14,2026-08-16,2028-12-16,2021-10-07,2022-03-26,2022-09-12,2021-08-28,2022-01-19,2022-06-12
2021-02-11,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2320507,433951,1886556,4.89,79.612,100,87258,0.184,3.907,33663,53595,455165,0.959,-2.84,100,1377229,943278,433951,2.902,1.988,3.432,2.351,33663,53595,0.071,0.113,98009,357156,0.207,0.753,0.244,0.89,2.505,26.031,6.024,-8.587,0,0,0,0,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
2021-02-12,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2423045,422075,2000970,5.106,83.13,100,102538,0.216,4.419,45331,57207,434885,0.916,-4.456,100,1422560,1000485,422075,2.998,2.108,3.545,2.493,45331,57207,0.096,0.121,117309,317576,0.247,0.669,0.292,0.791,3.291,19.692,6.065,-11.082,0,0,0,0,2023-03-19,2024-10-06,2026-04-25,2021-11-30,2022-06-28,2023-01-23,2021-10-13,2022-04-08,2022-10-02
2021-02-13,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2469233,421859,2047374,5.204,84.715,100,46188,0.097,1.906,22986,23202,442115,0.932,1.663,100,1445546,1023687,421859,3.046,2.157,3.602,2.551,22986,23202,0.048,0.049,135837,306279,0.286,0.645,0.338,0.763,1.616,15.794,2.319,-3.557,0,0,0,0,2022-12-04,2024-04-07,2025-08-09,2021-12-12,2022-07-17,2023-02-19,2021-10-22,2022-04-24,2022-10-24
2021-02-14,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2515420,421642,2093778,5.301,86.3,100,46187,0.097,1.87,22985,23202,449345,0.947,1.635,100,1468531,1046889,421642,3.095,2.206,3.659,2.609,22985,23202,0.048,0.049,154363,294981,0.325,0.622,0.385,0.735,1.59,13.638,2.267,-3.689,0,0,0,0,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
2021-02-15,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2561608,421426,2140182,5.398,87.884,100,46188,0.097,1.836,22986,23202,456575,0.962,1.609,100,1491517,1070091,421426,3.143,2.255,3.717,2.667,22986,23202,0.048,0.049,172891,283684,0.364,0.598,0.431,0.707,1.565,12.003,2.216,-3.83,0,0,0,0,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
2021-02-16,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,0,104400,502200,1.058,2624512,430668,2193844,5.531,90.042,100,62904,0.133,2.456,36073,26831,457271,0.964,0.152,100,1527590,1096922,430668,3.219,2.312,3.807,2.733,36073,26831,0.076,0.057,199131,258140,0.42,0.544,0.496,0.643,2.419,15.177,2.507,-9.004,0,0,0,0,2022-05-08,2023-04-06,2024-03-05,2022-02-07,2022-10-22,2023-07-06,2021-12-09,2022-07-15,2023-02-18
2021-02-17,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,483210,224200,0,707410,483210,224200,0,707410,1.491,2690457,452097,2238360,5.67,74.278,100,65945,0.139,2.513,43687,22258,457208,0.964,-0.014,100,1571277,1119180,452097,3.311,2.359,3.915,2.789,43687,22258,0.092,0.047,227711,229497,0.48,0.484,0.567,0.572,2.86,14.352,2.029,-11.096,0,0,0,0,2022-03-13,2022-12-29,2023-10-17,2022-03-23,2023-01-07,2023-10-23,2022-01-16,2022-09-17,2023-05-20
2021-02-18,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,2782751,493639,2289112,5.864,76.826,100,92294,0.195,3.43,66918,25376,462244,0.974,1.101,100,1638195,1144556,493639,3.452,2.412,4.082,2.852,66918,25376,0.141,0.053,260966,201278,0.55,0.424,0.65,0.502,4.259,14.604,2.267,-12.296,0,0,0,0,2022-01-21,2022-10-03,2023-06-14,2022-05-19,2023-04-14,2024-03-09,2022-03-03,2022-12-07,2023-09-12
2021-02-19,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,2936011,593959,2342052,6.187,81.057,100,153260,0.323,5.507,126790,26470,512966,1.081,10.973,100,1764985,1171026,593959,3.72,2.468,4.398,2.918,126790,26470,0.267,0.056,342425,170541,0.722,0.359,0.853,0.425,7.74,31.214,2.313,-15.271,0,0,0,0,2021-10-31,2022-05-13,2022-11-23,2022-08-09,2023-09-03,2024-09-27,2022-05-11,2023-04-05,2024-02-28
2021-02-20,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,2987458,628049,2359409,6.296,82.477,100,51447,0.108,1.752,42769,8678,518225,1.092,1.025,100,1807753,1179704,628049,3.81,2.486,4.505,2.94,42768,8678,0.09,0.018,362207,156017,0.763,0.329,0.903,0.389,2.423,5.777,0.741,-8.516,0,0,0,0,2021-10-18,2022-04-19,2022-10-20,2022-09-28,2023-11-27,2025-01-26,2022-06-21,2023-06-16,2024-06-10
2021-02-21,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,3038904,662139,2376765,6.404,83.897,100,51446,0.108,1.722,42767,8679,523484,1.103,1.015,100,1850522,1188383,662139,3.9,2.504,4.611,2.961,42769,8679,0.09,0.018,381991,141494,0.805,0.298,0.952,0.353,2.366,5.462,0.736,-9.309,0,0,0,0,2021-10-05,2022-03-28,2022-09-18,2022-11-28,2024-03-12,2025-06-25,2022-08-11,2023-09-11,2024-10-12
2021-02-22,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,3090351,696229,2394122,6.513,85.318,100,51447,0.108,1.693,42769,8678,528743,1.114,1.005,100,1893290,1197061,696229,3.99,2.523,4.718,2.983,42768,8678,0.09,0.018,401773,126970,0.847,0.268,1.001,0.316,2.311,5.179,0.73,-10.265,0,0,0,0,2021-09-24,2022-03-09,2022-08-21,2023-02-09,2024-07-16,2025-12-20,2022-10-13,2023-12-30,2025-03-17
2021-02-23,"ES",47450795,100,40129822,100,3012165,418000,192000,0,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,3165191,748581,2416610,6.67,87.384,100,74840,0.158,2.422,63596,11244,540679,1.139,2.257,100,1956886,1208305,748581,4.124,2.546,4.876,3.011,63596,11244,0.134,0.024,429296,111383,0.905,0.235,1.07,0.278,3.359,6.85,0.939,-12.276,0,0,0,0,2021-09-11,2022-02-12,2022-07-17,2023-05-21,2025-01-06,2026-08-25,2023-01-03,2024-05-21,2025-10-06
